"Search Parameters"	"Year"	"Mo"	"Dy"	"Hr"	"Mn"	"Sec"	"Tsu"	"Vol"	"Location Name"	"Latitude"	"Longitude"	"Focal Depth (km)"	"Mag"	"MMI Int"	"Deaths"	"Death Description"	"Missing"	"Missing Description"	"Injuries"	"Injuries Description"	"Damage ($Mil)"	"Damage Description"	"Houses Destroyed"	"Houses Destroyed Description"	"Houses Damaged"	"Houses Damaged Description"	"Total Deaths"	"Total Death Description"	"Total Missing"	"Total Missing Description"	"Total Injuries"	"Total Injuries Description"	"Total Damage ($Mil)"	"Total Damage Description"	"Total Houses Destroyed"	"Total Houses Destroyed Description"	"Total Houses Damaged"	"Total Houses Damaged Description"
"[""Year >= 1900"",""Earthquake Magnitude >= 1"",""Deaths >= 1""]"																																						
	1986	8	30	21	28	35.4			"ROMANIA:  BUCHAREST, KISHINEV-KAGUL"	45.547	26.316	132	6.9	8	2	1			558	3	730	4			55000	4	2	1			558	3	730	4			55000	4
	1986	9	13	17	24	31.4			"GREECE:  KALAMI, LAKONIA, ZAKINTHOS"	37.014	22.176	11	5.8	10	20	1			300	3	5	2	1500	4			20	1			300	3			1500	4		
	1986	10	10	17	49	24.1			"EL SALVADOR:  SAN SALVADOR"	13.827	-89.118	7	5.4		1100	4			10000	4	1500	4					1100	4			20000	4	1500	4				
	1986	11	14	21	20	10.5	3507		"TAIWAN:  TAIPEI, HUALIEN"	23.901	121.574	34	7.8	8	15	1			44	1		1					15	1			50	1		1				
	1986	11	30	5	19	48.2			"BRAZIL:  JOAO CAMARA, NATAL"	-5.494	-35.769	5	4.8		1	1					5	2	1500	4			1	1					5	2	1500	4		
	1986	12	7	14	17	9.5			"BULGARIA:  VELIKO TURNOVO-TURGOVISHTE"	43.274	25.912	21	5.6	7	3	1			60	2	5	2					3	1			60	2	5	2				
	1987	1	26	11	11	41.8			"ALGERIA:  MOHAMMADIA, QUED, FODDA, TISSEMSILT"	35.964	1.374	10	4.3		1	1			7	1	1	2	629	3			1	1			7	1	1	2	629	3		
	1987	2	8	18	33	58.3	2168		"PAPUA NEW GUINEA:  HUON PENINSULA, UMBOI ISLAND"	-6.088	147.689	55	7.6	7	3	1					2.625	2		3			3	1					2.625	2		3		
	1987	3	2	1	42	34.1			"NEW ZEALAND:  NORTH ISLAND, WHAKATANI, EDGECUMBE"	-37.965	176.765	19	6.6	10	1	1			25	1	210	4					1	1			25	1	210	4				
	1987	3	5	9	17	5.2	2169		"CHILE:  ANTOFAGASTA, ARICA"	-24.388	-70.161	62	7.3	6	1	1						2					1	1						2				
	1987	3	6	4	10	44.4			"ECUADOR:  NAPO PROVINCE, QUITO, TULCAN"	0.083	-77.785	10	7.2		5000	4					1500	4					5000	4					1500	4				
	1987	3	18	3	36	30.3	2170		"JAPAN:  KYUSHU:  MIYAZAKI, NAZE"	32.034	131.837	54	6.7		2	1			5	1		2					2	1			5	1		2				
	1987	4	25	19	22	7.2			"INDONESIA:  SUMATERA:  N, TARUTUNG-LAKE TOBA,"	2.244	98.866	11	6.6		2	1			22	1	1	2	300	3			2	1			22	1	1	2	300	3		
	1987	5	23	17	9	4.4			"PHILIPPINES:  MINDANAO:  TALAKAG-MALAYBALAY"	8.047	125.41	32	5.2	2	1	1			2	1		1					1	1			2	1		1				
	1987	5	29	6	27	50.7			"IRAN:  W, NAHAVAND-HAMADEN-TUYSARKAN"	34.076	48.266	41	4.6		2	1			50	1		1					2	1			50	1		1				
	1987	8	8	15	48	56.7			"CHILE:  ARICA, IQUIQUE"	-19.022	-69.991	70	6.9	7	5	1			112	3	1	2	1000	3			5	1			112	3	1	2	1000	3		
	1987	8	13	15	23	6.9			"CHILE:  ARICA; PERU:  AREQUIPA, TACNA"	-17.897	-70.931	37	6.4	5	1	1			1	1		1					1	1			1	1		1				
	1987	9	22	13	43	37.6			"ECUADOR:  AMBATO, LATACUNGA, RIOBAMBA"	-0.978	-78.05	10	6.2		2	1			12	1		2		3			2	1			12	1		2		3		
	1987	10	1	14	42	20			"CALIFORNIA:  WHITTIER"	34.061	-118.078	10	5.7	8	8	1			200	3	358	4					8	1			200	3	358	4				
	1987	10	2	22	27	55.8			"PERU:  SANTAOG DE CHUCO, TRUJILLO, CHIMBOTE"	-8.143	-77.954	20	5.1	4	3	1						2		3			3	1						3		3		
	1987	10	4	10	59	38.1			"CALIFORNIA:  WHITTIER, PASADENA"	34.07	-118.1	8	4.8		1	1				2		2					1	1				2		2				
	1987	11	24	1	54	14.5			"CALIFORNIA:  SUPERSTITION HILLS"	33.082	-115.775	5	6.2	6	2	1					3	2					2	1					3	2				
	1987	11	26	1	43	14	2178	4663	"INDONESIA:  TIMOR:  PANTAR, MOUNT SIRUNG"	-8.247	124.155	33	6.5		125	3			108	3	5	2	237	3			125	3			108	3	5	2	237	3		
	1987	12	17	2	8	19.9			"JAPAN:  HONSHU:  CHIBA PERFECTURE, TOKYO"	35.362	140.214	63	6	8	2	1			66		5	2					2	1			66	2	5	2				
	1988	2	6	14	50	45.2			"BANGLADESH:  SYLHET; INDIA:  TIPURA-ASSAM"	24.688	91.57	33	5.8		2	1			100	2		2					2	1			100	2		2				
	1988	6	19	20	19	52.6			"PHILIPPINES:  MINDORO:  SAN JOSE, CALAPAN"	12.376	121.067	17	6.2	7	2	1			2	1		2					2	1			2	1		2				
	1988	7	20	23	15	36.6			"TAIWAN:  HUALIEN, SU-HUA"	23.902	121.598	51	5.7		1	1			1	1		1					1	1			1	1		1				
	1988	8	6	0	36	24.6	2372		"MYANMAR (BURMA);  INDIA:  GAUHATI, SIBSAGAR, IMPHAL"	25.149	95.127	91	7.2	6	3	1			42	1		2					5	1	30	1	42	1		2				
	1988	8	11	16	4	45.6			"IRAN:  S, MAMASANI, BUSHEHR, NURABAD"	29.974	51.679	33	6.1		1	1				1		2			2000	4	1	1				1		2			2000	4
	1988	8	20	23	9	9.5	5735		"NEPAL-INDIA:  KATHMANDU, BIHAR"	26.755	86.616	57	6.6	8	998	3					131.5	4					998	3		1			131.5	4				
	1988	11	3	14	47	10.7			"GUATEMALA:  S PALIN, SAN VICENTE PACAYA"	13.881	-90.45	69	6	6	5	1				2		2					5	1				2		2			100	2
	1988	11	6	13	3	19.3			"CHINA:  YUNNAN PROVINCE"	22.789	99.611	18	7.3	10	738	3			3900	4	269	4	412000	4			738	3			3900	4	269	4	412000	4		
	1988	12	7	7	41	24.2			"ARMENIA:  LENINAKAN, SPITAK, KIROVAKAN"	40.987	44.185	5	6.8	10	25000	4					16200	4		4			25000	4					16200	4		4		
	1989	1	22	23	2	7.1			"TAJIKISTAN:  SHARORA, GISSAR"	38.465	68.694	33	5.3	7	274	3				3	24.8	3					274	3				3	24.8	3				
	1989	3	10	14	14	10.2			"PAPUA NEW GUINEA:  NEW BRITAIN:  RABAUL"	-4.346	152.797	53	5.4	5	1	1											1	1										
	1989	3	10	21	49	45.8			"MALAWI:  SALIMA, DEDZA, MOHINJI"	-13.702	34.42	30	6.1		9	1			100	2	28	4					9	1			100	2	28	4				
	1989	4	15	20	34	8.9			"CHINA:  SICHUAN PROVINCE:  BATANG"	29.987	99.195	13	6.2		11	1			42	1	164	4					11	1			42	1	164	4				
	1989	4	25	14	29	0.5			"MEXICO:  MEXICO CITY, ACAPULCO"	16.773	-99.328	19	6.8	6	3	1				1		2					3	1				1		2				
	1989	5	7	0	38	18.5			"CHINA:  YUNNAN PROVINCE:  GENGMA, LANCANG, MENGLIAN"	23.553	99.526	33	5.6		1	1			91	2	54	4	5300	4			1	1			91	2	54	4	5300	4		
	1989	5	27	20	8	37.3			"IRAN:  DO GOBADAN, FARS, YASUJ"	30.167	50.921	31	5.8		114	3					5	2					114	3					5	2				
	1989	6	12	0	4	9.7			"BANGLADESH:  BANARIPARA"	21.861	89.763	6	5.1		1	1				3		2					1	1				3		2				
	1989	8	1	0	18	4.8			"INDONESIA:  KURIMA DISTRICT, BALIEM RIVER"	-4.511	139.022	14	5.8		120	3			125	3	1	2					120	3			125	3	1	2				
	1989	8	3	7	42	40.8			"RUSSIA:  GROZNYY, BUYNAKSK"	43.522	45.362	18	5	6	1	1						2					1	1						2				
	1989	8	20	11	16	56.5			"DJIBOUTI: GALAFI, YABAKI;  ETHIOPIA"	11.766	41.942	12	6.3	9	6	1				1		2					6	1				1		2				
	1989	9	22	2	25	50.8			"CHINA:  SICHUAN PROVINCE:  XIAOJIN COUNTY"	31.583	102.433	15	6.1		1	1			151	3		3	4270	4			1	1			151	3		3	4270	4		
	1989	10	18	0	4	15.2	2188		"CALIFORNIA:  LOMA PRIETA"	37.036	-121.883	19	6.9	9	62	2			3757	4	5600	4		3			62	2			3757	4	5600	4		3		
	1989	10	18	14	57	22.4			"CHINA:  SHANXI AND HEBEI PROVINCES; DATONG"	39.893	113.884	10	5.3	8	29	1			193	3		3	30000	4			29	1			193	3		3	30000	4		
	1989	10	29	19	9	12.9	2919		"ALGERIA:  ALGIERS, CHERCHELL, TIPAZA"	36.788	2.448	6	5.7	8	30	1			245	3	5	2					30	1			245	3	5	2				
	1989	11	20	3	21	7.8			"CHINA:  SICHUAN PROVINCE:  JIANGBEI COUNTY"	29.882	106.804	33	4.7		4	1			161	3	5	2	5000	4	53000	4	4	1			161	3	5	2	5000	4	53000	4
	1989	11	20	4	19	4.6			"IRAN:  SHAHDAD, KERMAN PROVINCE"	29.892	57.718	18	5.9		3	1			45	1		1					3	1			45	1		1				
	1989	12	15	18	43	45			"PHILIPPINES:  MINDANAO:  COTABATO, DAVAO"	8.337	126.729	24	7.5	6	2	1				3	1	2					2	1				3	1	2				
	1989	12	27	23	26	57			"AUSTRALIA:  NEWCASTLE"	-32.967	151.619	10	5.4	8	12	1			100	2	1000	4					12	1			100	2	1000	4				
	1990	3	4	19	46	19.6			"PAKISTAN:  KALAT, QUETTA, MASTUNG"	28.925	66.331	10	6.1		11	1			40	1	1	2				3	11	1			40	1	1	2				3
	1990	3	26	22	47	16.7			"PHILIPPINES:  SANTIAGO"	9.253	125.606	39	5.5	4	1	1			2	1		1					1	1			2	1		1				
	1990	4	18	13	39	19			"INDONESIA:  MINAHASSA PENINSULA: BOLAANG-GORONTALO"	1.186	122.857	26	7.6		3	1			25	1		3			1140	4	3	1			25	1		3			1140	4
	1990	4	26	9	37	15			"CHINA:  QINGHAI PROVINCE:  GANGHE-XINGHAI"	35.986	100.245	8	6.9		126	3			2049	4	58.35	4	66800	4	66800	4	126	3			2049	4	58.35	4	66800	4		
	1990	5	5	7	21	29.5			"ITALY:  POTENZA"	40.775	15.766	10	5.4	7	2	1			16	1		2					2	1			16	1		2				
	1990	5	20	2	22	1.6			"SOUTH SUDAN:  JUBA, MAYA;  UGANDA: NAKURA"	5.121	32.145	15	7.1		31	1						1				2	31	1						1				2
	1990	5	30	2	34	5.8			"PERU:  MOYABAMBA-RIOJO"	-6.016	-77.229	24	6.5	6	200	3			8130	4	1	2					200	3			8130	4	1	2				
	1990	5	30	10	40	6.1			"ROMANIA:  BUCHAREST, BRAILA, BRASOV"	45.841	26.668	89	6.7	6	14	1			700	3	23.7	3					14	1			700	3	23.7	3				
	1990	6	9	1	14	34.5			"PERU:  N, RIOJA, MOYOBAMBA, IQUITOS"	-6.062	-77.136	26	4.9	6	1	1						1	14	1			1	1						1	14	1		
	1990	6	14	7	40	56.2			"PHILIPPINES:  CULASI, PANAY"	11.76	121.899	18	7.1	6	4	1			15	1		2					4	1			15	1		2				
	1990	6	14	12	47	28.8			"KAZAKHSTAN:  UST, ZAYSAN"	47.869	85.076	58	6.8	5	1	1						3	3000	4			1	1						3	3000	4		
	1990	6	20	21	0	9.9	5703		"IRAN:  RASHT, QAZVIN, ZANJAN,  RUDBAR, MANJIL"	36.957	49.409	19	7.3	7	40000	4			105000	4	7200	4	100000	4			40000	4			105000	4	7200	4	100000	4		
	1990	6	21	9	2	14.6			"IRAN:  LOWSHAN, MANJIL"	36.636	49.799	15	5.6	7	20	1						1					20	1						1				
	1990	7	13	14	20	43.4			"AFGHANISTAN:  HINDU KUSH:  PIK LENINA"	36.415	70.789	217	5.6	4	43	1											43	1										
	1990	7	16	7	26	34.6			"PHILIPPINES:  BAGUIO,  CABANATUAN, DAGUPAN"	15.679	121.172	25	7.8	9	2412	4			3000	4	369.6	4					2412	4			3000	4	369.6	4				
	1990	8	11	2	59	54.9			"ECUADOR:  PAMASQUI,  QUITO"	-0.059	-78.449	5	4.4		4	1			10	1		3			1300	4	4	1			10	1		3			1300	4
	1990	9	26	23	8	23.9			"SOUTH AFRICA:  WELKOM"	-28.014	26.727	5	4.2		2	1			5	1		1					2	1			5	1		1				
	1990	10	18	9	30	44.4			"SOUTH AFRICA:  CHARLETONVILLE"	-26.39	27.349	5	4		10	1			6	1							10	1			6	1						
	1990	10	20	8	7	27.5			"CHINA:  GANSU PROVINCE:  TIANZHU"	37.093	103.781	12	5.8	4	7	1			92	2		3	87000	4			4	1			92	2		3	87000	4		
	1990	10	25	4	53	59.9			"AFGHANISTAN:  HINDU KUSH:  CHITRAL, MARDAN, MALAKAND"	35.121	70.486	114	6	4	11	1			250	3		1					11	1			250	3		1				
	1990	11	6	18	45	52.2			"IRAN:  S, DARAB"	28.251	55.462	11	6.5	8	22	1			90	2	232.3	4	1445	4			22	1			90	2	232.3	4	1445	4		
	1990	11	15	2	34	32.4			"INDONESIA:   N SUMATERA, BLANGKEJEREN, KUTACANE"	3.908	97.457	48	6.8		1	1			32	1	2.1	2					1	1			32	1	2.1	2				
	1990	12	13	0	24	25.7	2197		"ITALY:  SICILY:  CARLENTINI"	37.3	15.438	11	5.3	7	19	1			200	3	500	4					19	1			200	3	500	4				
	1990	12	13	3	1	48			"TAIWAN:  HUALIEN,  TAIPEI"	23.916	121.636	12	6.2	4	2	1			3	1		1					2	1			3	1		1				
	1990	12	21	6	57	42.9			"GREECE:  EDHESSA, KILKIS"	41.004	22.3	13	5.9	7	1	1			60	2		1				2	1	1			60	2		1				2
	1990	12	22	17	27	54.8			"COSTA RICA:  ALAJUELA, SANTIAGO DE PURISCAL"	9.869	-84.302	17	5.7	8	2	1			350	3	19.5	3					2	1			350	3	19.5	3				
	1991	1	31	23	3	33.6			"AFGHANISTAN:  BADAKHSTAN, BAGHLAN, LAGHMAN, NAGARHAR"	35.993	70.423	142	6.4	7	848	3			200	3	36	4		3	2000	4	848	3			200	3	36	4		3	2000	4
	1991	2	13	15	49	38.9			"FRANCE"	44.885	6.76	5	3.8		9	1						1					9	1						1				
	1991	4	5	4	19	49.5			"PERU:  RIOJA, MOYOBAMBA, NUEVA CAJAMARCA"	-5.982	-77.094	20	6.7	7	53	2			252	3		3			8063	4	53	2			252	3		3			8063	4
	1991	4	22	21	56	51.8	2202		"COSTA RICA:  LIMON, PANDORA;  PANAMA"	9.685	-83.073	10	7.6	10	87	2			895	3	510	4		3			90	2			895	3	510	4		3		
	1991	4	24	10	54	35.7			"TURKEY:  ERZURUM PROVINCE"	39.597	41.118	33	4.5		1	1			3	1		1				2	1	1			3	1		1				2
	1991	4	29	9	12	48.1			"GEORGIA:  DZHAVA, CHIATURA, AMBROLAURI"	42.453	43.673	17	7	9	270	3					1700	4		4			270	3					1700	4		4		
	1991	5	26	10	59	48.9			"MALAYSIA:  KALIMANTAN:  RANAU"	5.865	116.746	33	4.5		1	1						1					1	1						1				
	1991	6	15	0	59	20.3			"GEORGIA:  DZHAVA, TSKHINVALI, OSSETIA"	42.461	44.009	9	6.1	8	8	1			200	3		3					8	1			200	3						
	1991	6	28	14	43	54.5			"CALIFORNIA:  ARCADIA, GLENDALE, LOS ANGELES"	34.262	-118.002	11	5.1	7	2	1			104	3	33.5	4					2	1			104	3	33.5	4				
	1991	7	4	11	43	10.4			"INDONESIA:  TIMOR:  KALABAHI, DILI"	-8.099	124.681	29	6.5		28	1			181	3	7.7	3	1150	4			28	1			181	3	7.7	3	1150	4		
	1991	7	12	10	42	21.2			"ROMANIA:  BANLOC, DETA, TIMISOARA"	45.364	21.057	11	5.6	8	2	1			30	2		1				2	2	1			30	1		1				2
	1991	7	23	19	44	50.2			"PERU:  MACA, CHIVAY, YANQUE"	-15.679	-71.574	5	4.7	5	92	2			30	1		2		3			92	2			30	1		2		3		
	1991	7	24	9	45	41.8			"IRAQ:  ARBIL,  DIBS"	36.52	44.066	26	5.1	8	20	1				3		2	100	2	100	2	20	1				3		2	100	2		
	1991	9	18	9	48	13.1			"GUATEMALA:  GUATEMALA CITY, PACHUTA, SOLOLA"	14.646	-90.986	5	6.2	6	25	1			200	3		3					25	1			200	3		3				
	1991	10	19	21	23	14.3			"INDIA:  CHAMOLI, UTTARKASHI, NEW DELHI, CHANDIGARH"	30.78	78.774	10	7	8	2000	4			1800	4	60	4	7500	4	7500	4	2000	4			1800	4	60	4	7500	4		
	1991	11	19	22	28	51			"COLOMBIA:  CHACO, BUENAVENTURA, CALI"	4.554	-77.442	21	6.4	6	2	1						1			28	1	2	1						2			28	1
	1991	11	22	0	40	23.9			"YEMEN:  WESTERN  ARABIAN PENINSULA"	13.887	44.068	10	4.7		11	1			40	1		2	17	1	87	2	11	1			40	1		2	17	1	87	2
	1991	11	28	17	19	55.5			"IRAN:  RUDBAR, RASHT"	36.924	49.603	16	5		1	1			70	2		2					1	1			70	2		2				
	1992	3	4	11	57	53			"IRAN:  LORDEGAN ARDAL AREA"	31.726	50.778	18	4.6		6	1			50	1		2	300	3			6	1			50	1		2	300	3		
	1992	3	13	17	18	39.9			"TURKEY:  ERZINCAN"	39.71	39.605	27	6.9	8	653	3			2000	4	750	4			8057	4	653	3			2000	4	750	4			8057	4
	1992	4	13	1	20	0.8			"THE NETHERLANDS: ROERMOND; GERMANY: BONN, HEINSBERG"	51.153	5.798	21	5.2	8	1	1			45	1	100	4					1	1			45	1	100	4				
	1992	5	15	8	8	2.9			"KYRGYZSTAN:  OSH; UZBEKISTAN:  ANDIZHAN"	41.019	72.429	50	6.2	7	4	1					31	4	5500	4	4000	4	4	1					31	4	5500	4	4000	4
	1992	5	20	12	20	32.8			"PAKISTAN:  PESHAWAR, KOHAT, SHAKKAR KHEL"	33.377	71.317	16	6		36	1			100	2		2	400	3			6	1			100	2		2	400	3		
	1992	6	28	11	57	34.1			"CALIFORNIA: LANDERS, YUCCA  VALLEY"	34.201	-116.436	1	7.6	9	3	1			400	3	92	4					3	1			400	3	92	4				
	1992	8	19	2	4	37.4			"KYRGYZSTAN:  TOLUK"	42.142	73.575	27	7.5	9	75	2					130	4	8200	4			75	2					130	4	8200	4		
	1992	8	28	0	50	50.4			"PAKISTAN:  KALAT"	29.087	66.74	9	5.5		4	1			200	3		2		3			4	1			200	3		2		3		
	1992	9	8	0	38	15.4			"IRAN:  FIRUZABAD"	29.134	52.187	18	4.7		1	1			11	1		2	200	3			1	1			11	1		2	200	3		
	1992	9	11	3	57	26.5			"CONGO:  KABALO"	-6.087	26.651	11	7		8	1			37	1		1		2			8	1			37	1		1		2		
	1992	10	12	13	9	55.5			"EGYPT:  CAIRO"	29.778	31.144	22	5.3		545	3			6512	4	1200	4	9350	4	9350	4	545	3			6512	4	1200	4	9350	4		
	1992	10	18	15	11	59.1			"COLOMBIA:  MURINDO, APARTADO, MEDELLIN"	7.075	-76.862	10	7.4		11	1			115	2		2		2			11	1			115	2		2				
	1992	12	12	5	29	26.3	2214		"INDONESIA:  FLORES REGION, MAUMERE, BABI"	-8.48	121.896	28	7.8	11	1000	4			500	3	100	4	31785	4			2500	4			2103	4	100	4	31785	4		
	1993	1	15	11	6	5.9			"JAPAN:  HOKKADIO, KUSHIRO, HACHINOHE, HONSHU"	43.3	143.691	102	7.6	6	2	1					358	4					2	1					358	4				
	1993	3	12	14	1	35.4	5602		"FUTUNA ISLAND"	-14.385	-178.252	10	6.4		5	1			201			1					5	1			20	1		1		2		2
	1993	3	20	14	51	59.7			"CHINA:  TIBET (XIZANG PROVINCE): NGAMRING"	29.084	87.333	12	6.2		2	1			3	1		1					2	1			3	1		1				
	1993	4	18	9	16	23.2			"PERU:  LIMA"	-11.652	-76.53	106	6.3		6	1						1	30	1			6	1						1	30	1		
	1993	6	22	16	32	43.7			"IRAN:  BOVIR AHMADI VA KOHKILUYEH"	30.149	50.814	33	5.4		24	1			49	1							24	1			49	1						
	1993	7	10	20	40	58.9			"COSTA RICA:  TURRIALBA, CARTAGO"	9.821	-83.622	20	5.8		2	1			9	1		1					2	1			9	1		1				
	1993	7	12	13	17	11.9	2219		"JAPAN:  HOKKAIDO; RUSSIA:  SOUTHEAST; SOUTH KOREA"	42.851	139.197	17	7.7	8	23	3			233	3	1207	4		3			231	3			233	3	1207	4	2374	4		
	1993	8	1	0	20	40.5			"SUDAN:  KHARTOUM"	15.385	31.69	13	5.5		2	1			9	1		1					2	1			9	1		1				
	1993	9	10	19	12	54.6			"GUATEMALA:  SOUTHWEST; MEXICO:  CHIAPAS"	14.717	-92.645	34	7.2		1	1			3	1		2					1	1			3	1		2				
	1993	9	21	3	28	55.4			"OREGON:  KLAMATH FALLS"	42.314	-122.012	11	6	7	2	1					7.5	3					2	1					7.5	3				
	1993	9	29	22	25	48.6			"INDIA:  LATUR-OSMANABAD, KILLARI"	18.066	76.451	7	6.2	8	11000	4			30000	4	300	4		4		4	11000	4			30000	4	300	4		4		4
	1993	10	13	2	6	0.3			"PAPUA NEW GUINEA:  EASTERN:  UPPER MARKHAM VALLEY"	-5.889	146.02	25	6.9		60	2			200	3	5	2					60	2			200	3	5	2				
	1994	1	17	12	30	55.3	2223		"CALIFORNIA:  NORTHRIDGE"	34.213	-118.537	18	6.7	9	60	2			7000	4	40000	4	40000	4			60	2			7000	4	40000	4	40000	4		
	1994	1	21	2	24	29.9	2224		"INDONESIA:  KAU"	1.015	127.733	20	7		9	1			300	3		2			550	3	9	1			300	3		2			550	3
	1994	2	5	23	34	9.9			"UGANDA:  FORT PORTAL, KASESE; ZAMBIA"	0.593	30.037	14	6.2		9	1				2	70	4					9	1				2	70	4				
	1994	2	15	17	7	43.8			"INDONESIA:  SOUTHERN SUMATERA, LIWA, LAMPUNG"	-4.967	104.302	23	6.9		207	3			2000	4	170.476	4	6000	4			207	3			2000	4	170.476	4	6000	4		
	1994	2	23	8	2	4.7			"IRAN:  SISTAN"	30.853	60.596	6	6.1	7	6	1				3	1.4	2	300	3			6	1				3	1.4	2	300	3		
	1994	3	1	3	49	0.8			"IRAN:  SOUTHERN:  FIRUZABAD"	29.096	52.617	13	6.1		2	1			50	1		1				1	2	1			50	1		1				1
	1994	3	2	3	38	3.8			"HAITI: SAINT-LOUIS DU NORD"	19.803	-72.799	59	5.4		4	1						1				1	4	1						1				1
	1994	5	1	12	0	35.7			"AFGHANISTAN:  HINDU KUSH:  TASHIAK, TERMIZ"	36.901	67.163	19	6.1	6	160	3			330	3							160	3			330	3						
	1994	6	5	1	9	30.1			"TAIWAN:  CHI-LUNG, I-LAN, TAIPEI, NAN-AO"	24.511	121.905	11	6.4		1	1			2	1		2		2			1	1			2	1		2		2		
	1994	6	6	20	47	40.5		6624	"COLOMBIA:  CAUCA, HUILA"	2.917	-76.057	12	6.8		650	3					2.4	2	200	3			650	3					2.4	2	200	3		
	1994	6	9	0	33	16.2			"BOLIVIA-PERU: AREQUIPA, FELT IN N AND S AMERICA"	-13.841	-67.553	631	8.2		5	1				3		2					5	1				3		2				
	1994	6	20	9	9	2.9			"IRAN:  FIRUZABAD, SHIRAZ"	28.968	52.614	9	5.9		3	1			100	2		3		3		3	3	1			100	2		3		3		3
	1994	8	18	1	13	5.7			"ALGERIA:  MASCARA"	35.52	-0.106	9	5.9		171	3						4		4		4	171	3						4		4		
	1994	9	16	6	20	18.7	5804		"TAIWAN REGION"	22.528	118.711	13	6.7		1	1			400	3		2				2	1	1			400	3		2				2
	1994	10	4	13	22	55.8	2230		"RUSSIA:  KURIL ISLANDS; JAPAN:  HOKKAIDO"	43.773	147.321	14	8.3	9	11	1			382	3		3					11	1			382	3		3				
	1994	10	8	21	44	7.2	2231		"INDONESIA:  HALMAHERA"	-1.258	127.98	17	6.8		1	1			52	2		2			500	3	1	1			52	2		2			500	3
	1994	11	14	19	15	30.6	2234		"PHILIPPINES:  MINDORO"	13.525	121.067	32	7.1		81	2			225	3	3.7	2	797	3	3288	4	81	2			225	3	3.7	2	797	3	3288	4
	1994	12	28	12	19	23	2235		"JAPAN:  HONSHU"	40.525	143.419	27	7.8	9	3	1			200	3	170.4	4					3	1			200	3	170.4	4				
	1995	1	16	20	46	52.1	2236		"JAPAN:  SW HONSHU:  KOBE, AWAJI-SHIMA, NISHINOMIYA"	34.583	135.018	22	6.9	11	5502	4			36896	4	100000	4	200000	4			5502	4			36896	4	100000	4	200000	4		
	1995	1	19	15	5	3.4			"COLOMBIA:  BOGOTA, MANIZALES, MIRAFLORES"	5.05	-72.916	17	6.5		7	1				2		2	512	3	20	1	7	1				2		2	512	3	20	1
	1995	2	8	18	40	25.3			"COLOMBIA:  CALI, PEREIRA, ARMENIA, CALARCA"	4.104	-76.622	74	6.4		45	1			400	3	50	4	2000	4			45	1	1		400	3	50	4	2000	4		
	1995	2	23	21	3	1.3			"CYPRUS:  PAPHOS, NICOSIA, ARODHES, PERISTERONA"	35.046	32.279	10	5.9	7	2	1			5	1	4.34	2	70	2	570	3	2	1			5	1	4.34	2	70	2	570	3
	1995	5	27	13	3	52.6	2247		"RUSSIA:  SAKHALIN IS:  NEFTEGORSK, OKHA, MOSKALVO"	52.629	142.827	11	7.1	9	1989	4			750	3	300	4					1989	4			750	3	300	4				
	1995	6	15	0	15	48.7	2248		"GREECE:  AIYION, ERATINI"	38.401	22.283	14	6.5	7	26	1			60	2	660	4					26	1			60	2	660	4				
	1995	7	11	21	46	39.7			"CHINA: YUNNAN PROVINCE: LANCANG, MENGLIAN; THAILAND"	21.966	99.196	13	6.8		11	1			136	3	36.1	4	100000	4	100000	4	11	1			136	3	36.1	4	100000	4		
	1995	7	21	22	44	4.5			"CHINA:  GANSU, YONGDENG, BAIYIN, DINGXI, JINGTAI"	36.427	103.123	13	5.6		14	1			60	1		3	4500	4			14	1			60	1		3	4500	4		
	1995	7	30	5	11	23.6	2249		"CHILE:  ANTOFAGASTA, CALAMA, MEJILLONES"	-23.34	-70.294	46	8	7	3	1			58	2	1.66	2	115	3			3	1					1.791	2	115	3		
	1995	9	14	14	4	31.4	2251		"MEXICO:  GUERRERO, OAXACA, PUEBLA, MEXICO CITY"	16.779	-98.597	23	7.4		3	1			100	2		2					3	1			100	2		2				
	1995	10	1	15	57	16.2			"TURKEY:   DINAR, EVCILER"	38.063	30.134	33	6.4	8	95	2			348	3	205.8	4	5100	4			95	2			348	3	205.8	4	5100	4		
	1995	10	3	1	51	23.9			"ECUADOR:  QUITO"	-2.75	-77.881	24	7		2	1			5	1		1	83	2			2	1			5	1		1	83	2		
	1995	10	6	18	9	45.9			"INDONESIA:  SUMATERA, JAMBI PROVINCE"	-2.045	101.436	33	6.8		84	2			1868	4		4	17600	4			84	2			1868	4		4	17600	4		
	1995	10	9	15	35	53.9	2252		"MEXICO:  JALISCO, MANZANILLO, SAN PATRICIO MELAQUE"	19.055	-104.205	33	8		49	2			200	3		2		2			50	1			200	3		2		2		
	1995	10	23	22	46	50.8			"CHINA:  YUNNAN PROVINCE:  WUDING"	26.003	102.227	10	6.2		81	2			800	3	80	4	200	3	200	3	81	2			800	3	80	4	200	3		
	1995	11	22	4	15	11.9	2256		"EGYPT:  NUWAYBI; SAUDI ARABIA; ISRAEL; JORDAN"	28.826	34.799	10	7.2	8	11	1			47	1		2					11	1			47	1		2		1		
	1996	2	3	11	14	20.1			"CHINA:  YUNNAN PROVINCE:  LIJIANG"	27.291	100.276	11	6.6	9	322	3			17057	4	506	4	959000	4	959000	4	322	3			17057	4	506	4	959000	4		
